auprc,auroc,sensitivity,specificity,flagged_fraction,retained_P14_mean_dice,retained_P14_failure_rate_lt_.10,flagged_P14_failure_rate_lt_.10,flagged_catastrophic_prevalence,retained_catastrophic_prevalence
0.44256010946336266,0.641287284144427,0.8571428571428571,0.3076923076923077,0.7443609022556391,0.6188155412591793,0.23529411764705882,0.43434343434343436,0.36363636363636365,0.17647058823529413
0.43111846168242696,0.5558265582655826,0.7333333333333333,0.2804878048780488,0.7244094488188977,0.5115017630890047,0.37142857142857144,0.4891304347826087,0.358695652173913,0.34285714285714286
0.47855491960811636,0.701979668271803,0.8095238095238095,0.4606741573033708,0.6259541984732825,0.5383194372435873,0.20408163265306123,0.36585365853658536,0.4146341463414634,0.16326530612244897
0.3391949993352807,0.5212121212121212,0.5757575757575758,0.4,0.5918367346938775,0.6816382316125077,0.175,0.41379310344827586,0.3275862068965517,0.35
0.4662204436115962,0.6166666666666667,0.8333333333333334,0.3595505617977528,0.7181208053691275,0.666888023134842,0.14285714285714285,0.35514018691588783,0.4672897196261682,0.23809523809523808
0.42196878962583706,0.5577805590321235,0.8627450980392157,0.2553191489361702,0.7862068965517242,0.6907384506873567,0.12903225806451613,0.45614035087719296,0.38596491228070173,0.22580645161290322
0.3074608395594673,0.48853615520282184,0.7428571428571429,0.30864197530864196,0.7068965517241379,0.5258294626405822,0.35294117647058826,0.4634146341463415,0.3170731707317073,0.2647058823529412
0.3433370245989765,0.5894321287579715,0.8648648648648649,0.3595505617977528,0.7063492063492064,0.6158783583029741,0.24324324324324326,0.4606741573033708,0.3595505617977528,0.13513513513513514
0.286052253101169,0.5483552631578947,0.8125,0.30526315789473685,0.7244094488188977,0.677024584580152,0.2,0.43478260869565216,0.2826086956521739,0.17142857142857143
0.3303542223284123,0.5758179231863443,0.7567567567567568,0.35789473684210527,0.6742424242424242,0.5898730299526469,0.23255813953488372,0.449438202247191,0.3146067415730337,0.20930232558139536
0.34600981925484486,0.5171171171171172,0.6216216216216216,0.3333333333333333,0.6517857142857143,0.6393096084518296,0.1282051282051282,0.4520547945205479,0.3150684931506849,0.358974358974359
0.4630160160168475,0.6504267425320057,0.8421052631578947,0.40540540540540543,0.6785714285714286,0.6881156939663693,0.1388888888888889,0.32894736842105265,0.42105263157894735,0.16666666666666666
0.3559227035108815,0.5807390817469205,0.8723404255319149,0.3684210526315789,0.7112676056338029,0.6579961546333851,0.1951219512195122,0.42574257425742573,0.40594059405940597,0.14634146341463414
0.4008672108947834,0.5960007765482429,0.8431372549019608,0.32673267326732675,0.7302631578947368,0.6407028981752224,0.14634146341463414,0.40540540540540543,0.38738738738738737,0.1951219512195122
